visitorid,recommendation_timestamp,rank_1_itemid,rank_2_itemid,rank_3_itemid,rank_4_itemid,rank_5_itemid,rank_6_itemid,rank_7_itemid,rank_8_itemid,rank_9_itemid,rank_10_itemid,rank_11_itemid,rank_12_itemid,rank_13_itemid,rank_14_itemid,rank_15_itemid,rank_16_itemid,rank_17_itemid,rank_18_itemid,rank_19_itemid,rank_20_itemid
29013,2015-09-01 03:00:00+00:00,18454,431783,263386,370372,37902,66180,66387,70964,135210,153586,174179,183662,286965,299052,308394,331026,387021,408967,421813,439978
29264,2015-09-01 03:00:00+00:00,227318,80435,340375,150990,404485,99013,73602,396750,171555,13869,31118,86659,97871,120898,179185,193348,214697,215116,219189,230571
29309,2015-09-01 03:00:00+00:00,176636,118926,62557,207088,50626,461579,215596,375932,69533,394840,437804,406597,190004,198858,275937,332005,278351,443097,213051,40864
29355,2015-09-01 03:00:00+00:00,368655,404934,327740,140360,225706,289496,324704,343842,451800,447731,1768,433635,23623,42369,82313,189104,301161,301750,352947,357313
29529,2015-09-01 03:00:00+00:00,136611,14331,152861,228721,129440,172096,179013,189,1214,2405,3058,3637,3701,4388,4547,4682,5389,5611,5626,6258
29744,2015-09-01 03:00:00+00:00,170943,264689,79056,5030,283534,239193,46938,219069,37487,1049,10413,30681,44055,70635,80313,99484,138414,140168,142751,148651
29802,2015-09-01 03:00:00+00:00,338721,252314,203231,350083,98065,144304,320788,445232,113522,215759,390199,450835,353910,294935,194596,334423,359586,384157,46023,91698
29996,2015-09-01 03:00:00+00:00,4267,111530,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,441668,234255,369447,37029,320130,48030
30295,2015-09-01 03:00:00+00:00,38250,297829,194207,280552,69029,93094,152454,177708,199311,250058,268622,1517,51036,59296,210835,282270,293575,400521,434672,441129
30418,2015-09-01 03:00:00+00:00,11670,273818,107503,89101,385261,6133,11475,13393,14866,15230,21095,21335,25274,25281,27922,30627,32330,34944,34962,40322
30438,2015-09-01 03:00:00+00:00,260217,65029,12381,27734,48129,177439,184406,189847,203592,249452,313621,198737,351559,337196,41053,43872,50102,57775,85268,106124
30594,2015-09-01 03:00:00+00:00,330506,418050,44110,336457,389713,384744,137464,359564,67729,37218,232942,226202,398452,346109,281920,160043,164622,356791,86790,161014
30716,2015-09-01 03:00:00+00:00,82812,199874,437462,327130,6460,19839,21130,25132,34725,39133,48485,84788,91394,118973,126806,142012,157071,165797,178160,181445
30863,2015-09-01 03:00:00+00:00,85337,293274,131026,80550,169194,335855,6946,88642,112099,210507,271145,321110,446154,460991,149093,72481,311164,382718,114200,64305
30903,2015-09-01 03:00:00+00:00,379335,72651,244986,182643,135137,427618,319651,124295,382145,377868,385985,42874,18717,106564,126484,462224,414444,431322,348326,110207
31038,2015-09-01 03:00:00+00:00,25756,192227,402614,138546,188051,300906,126305,12601,15980,25714,27694,28833,33100,46385,51219,51906,56070,60840,63348,66798
31174,2015-09-01 03:00:00+00:00,97300,111421,135523,162369,217404,234729,354419,355988,378786,463544,95128,460,104313,42162,180656,306647,399256,429296,91341,274345
31218,2015-09-01 03:00:00+00:00,158666,278351,426550,12601,25714,27694,33100,46385,51219,56070,60840,63348,74147,84664,97727,100742,101404,101750,102601,103484
31345,2015-09-01 03:00:00+00:00,348647,415176,295348,24866,451239,172236,87446,218635,446972,188759,4311,40876,229056,425141,462963,150545,407998,339332,229194,253763
31428,2015-09-01 03:00:00+00:00,23683,438322,138017,869,266900,314073,14159,308438,21838,159956,432478,170527,254418,118551,96127,383255,330090,303828,129649,36977
31483,2015-09-01 03:00:00+00:00,371671,328842,85628,301688,330900,154077,277059,21790,46178,50508,110758,251782,434647,41191,71816,91592,139340,150976,204844,228675
31519,2015-09-01 03:00:00+00:00,210087,462188,249692,408963,152240,439272,41427,49384,383767,205387,54008,387782,283766,1659,161371,7730,215178,439963,428648,333792
31721,2015-09-01 03:00:00+00:00,261865,300086,176721,187675,15378,368083,414601,350403,62785,341927,71496,90012,466243,351469,456456,95933,261886,413885,184757,337381
31817,2015-09-01 03:00:00+00:00,397308,144172,242249,72893,279704,379362,362658,41939,94734,284823,394744,36606,249114,435849,232194,448981,80330,359026,129441,324963
31838,2015-09-01 03:00:00+00:00,88200,369670,19713,205401,225084,237381,289235,336411,372194,8489,61640,265754,346182,415647,464881,21636,58481,141225,59644,133990
32252,2015-09-01 03:00:00+00:00,133138,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
32420,2015-09-01 03:00:00+00:00,438069,76612,2035,207407,229996,191807,112258,408985,364967,399748,39070,167653,307932,57214,59329,125831,418086,23990,30436,68447
32521,2015-09-01 03:00:00+00:00,83885,167599,204026,211873,346216,18841,20991,94759,111473,222514,224405,267849,367230,136470,360886,41948,69414,98041,187449,318270
32576,2015-09-01 03:00:00+00:00,6552,59020,220165,267024,431994,399620,263337,199790,299923,64241,107515,22154,130401,233391,280216,326079,407650,263235,361804,2660
32733,2015-09-01 03:00:00+00:00,115880,289395,294720,347395,439886,460980,40347,178697,75091,95912,295008,359587,272547,162239,255005,17370,60126,76447,11296,88289
32933,2015-09-01 03:00:00+00:00,44053,374821,342247,3621,4422,9934,19409,30229,75106,84090,107200,107481,117464,123231,154565,164515,171737,189064,214903,229585
33674,2015-09-01 03:00:00+00:00,315179,352706,185115,181485,410205,4849,50197,177179,396007,428065,189,6258,10804,11891,23215,29348,39140,46532,51492,60520
33983,2015-09-01 03:00:00+00:00,194379,206289,1382,299044,280408,8619,46023,77682,91698,101883,103066,126468,129607,137767,153432,211873,322332,346216,353446,431106
34059,2015-09-01 03:00:00+00:00,5379,104858,222063,12381,27734,48129,177439,184406,245516,404462,113537,43872,50102,85268,106124,109030,126004,148974,199336,215042
34520,2015-09-01 03:00:00+00:00,23804,178219,82774,256431,409280,29156,306017,147746,328376,201418,447877,243112,61512,47541,259676,257230,28088,207911,3608,11379
34665,2015-09-01 03:00:00+00:00,338895,26634,310944,380424,76744,141921,87336,258155,118856,395969,419371,368314,409804,154553,283919,97565,393111,175058,277390,180288
34893,2015-09-01 03:00:00+00:00,381295,148091,400603,6471,216108,188709,69981,208460,28163,84761,107468,89452,222207,345933,286613,291898,141992,165991,290839,402510
35384,2015-09-01 03:00:00+00:00,58312,307428,447620,116323,126015,328561,310149,346081,372533,405371,413144,398269,201906,10935,14656,46023,47557,62077,63338,71888
35958,2015-09-01 03:00:00+00:00,415884,88446,204832,89728,88113,127289,277119,270920,306763,314553,331447,10935,14656,62077,63338,86297,89821,93595,98990,108765
36071,2015-09-01 03:00:00+00:00,136854,367214,283896,62616,439070,454560,249888,188133,347244,287549,418382,191060,122864,139773,160499,291039,69450,133974,139054,433796
36107,2015-09-01 03:00:00+00:00,172868,346106,269459,137130,167985,180002,197717,218696,220904,234146,286625,330352,347307,394646,434799,12752,46023,87799,91698,101883
36330,2015-09-01 03:00:00+00:00,8121,24667,62065,196718,339936,381260,67780,118874,425665,42476,187358,18851,374130,174297,187946,461686,5411,370653,257040,309778
36370,2015-09-01 03:00:00+00:00,441668,112782,422671,212652,455319,32823,162652,203915,125904,545,372394,421090,345448,26145,180288,296211,374271,152376,458109,159542
36832,2015-09-01 03:00:00+00:00,411328,71384,147933,209327,456776,121108,101556,160599,410075,18721,112505,159558,211911,222515,259080,382418,66166,302914,326915,463805
36866,2015-09-01 03:00:00+00:00,43090,13916,269229,269919,276754,198209,46865,103845,164560,170830,215070,271691,289210,462230,37129,370283,19476,55148,78862,144365
36971,2015-09-01 03:00:00+00:00,394391,429526,22558,44318,58822,62697,108211,133407,171699,188600,227306,320651,357398,370351,402564,403332,429715,221911,152244,71532
37116,2015-09-01 03:00:00+00:00,40794,351537,27935,98836,125555,217579,75618,189914,28541,430467,307041,356384,145908,189245,217383,191223,299053,20194,64353,400860
37310,2015-09-01 03:00:00+00:00,300883,26518,336195,236785,139554,329880,99347,364729,15698,361980,198416,83179,200446,325031,435981,286578,179744,190959,290147,18062
37346,2015-09-01 03:00:00+00:00,51179,152428,370996,6133,11475,13393,14866,15230,21095,21335,25274,25281,27922,30627,32330,34944,34962,40322,42613,44931
37367,2015-09-01 03:00:00+00:00,223064,12439,19383,153089,178744,413683,425940,108450,112455,171498,198721,253983,254138,310472,313691,370530,427131,12518,73429,117894
37529,2015-09-01 03:00:00+00:00,409172,348973,3417,119734,54768,293212,257151,266332,317019,328132,387007,140644,312076,3186,340203,10986,122064,67547,186095,87824
37663,2015-09-01 03:00:00+00:00,390648,62165,81418,76782,6333,10259,10647,23990,24201,30436,38715,45495,68447,86745,89783,93229,112721,112962,118998,124424
37736,2015-09-01 03:00:00+00:00,9975,183313,10628,27258,27654,30269,35316,43593,103272,124971,125968,130150,136401,184202,189387,189892,191235,227993,230475,234692
37743,2015-09-01 03:00:00+00:00,94401,255904,436215,21409,226941,259901,17253,33539,59151,78977,83430,88955,144221,178955,189284,200404,266648,337734,384562,402955
37860,2015-09-01 03:00:00+00:00,402102,58822,62697,71599,108211,130904,133407,158585,171699,204075,227306,320651,357398,370351,402564,429715,445679,455678,49608,71532
37949,2015-09-01 03:00:00+00:00,303845,334536,222695,286046,413918,367690,223170,180288,106391,134806,182523,312445,45840,125904,2119,406780,408043,420162,267232,273299
38102,2015-09-01 03:00:00+00:00,161663,316472,46931,19476,12315,78862,97871,144365,214113,222417,285563,287184,293865,306948,311433,330280,428000,429115,440662,465017
38158,2015-09-01 03:00:00+00:00,242145,97184,114806,91623,239125,397666,446243,24290,124455,221008,280110,462158,207993,110991,218895,365821,135591,204809,235834,465750
38464,2015-09-01 03:00:00+00:00,264667,401800,97412,126513,235112,354940,208676,322876,296832,279008,195083,98875,305782,52571,349679,20187,260539,187946,461686,5411
38801,2015-09-01 03:00:00+00:00,175325,44777,51289,82887,95543,105129,129719,134236,146705,152665,156750,183001,191407,192295,206122,215471,240187,255069,266150,295197
38823,2015-09-01 03:00:00+00:00,75446,220476,399925,235194,283530,374977,370702,371325,56602,200862,239793,140901,37955,300115,45169,7752,98983,327401,431431,39128
38919,2015-09-01 03:00:00+00:00,93103,361289,258990,374824,13142,56011,376930,252068,140378,219512,70346,355465,233138,414287,384302,19752,258971,410636,447173,140360
38995,2015-09-01 03:00:00+00:00,118199,240799,387318,181050,142624,137130,218696,220904,286625,394646,434799,393601,152861,257309,437192,457119,166691,174284,137582,200638
39107,2015-09-01 03:00:00+00:00,208987,251358,160015,163598,62866,370651,174878,35396,92222,163802,237396,238829,257609,282719,326333,330104,339893,8117,99165,174690
39296,2015-09-01 03:00:00+00:00,430083,435072,43046,403617,444365,93378,247936,156806,283506,322783,238512,319207,145464,247447,253500,179947,218038,241467,43945,53432
39311,2015-09-01 03:00:00+00:00,203929,276458,455499,252623,435594,34738,263558,265025,426414,233239,379301,17678,350979,252541,308759,222156,196673,293379,122233,148547
39362,2015-09-01 03:00:00+00:00,119014,405343,122655,219189,289938,313693,378740,428005,99013,206543,290639,50678,69281,204679,349832,360576,21198,44845,133849,408640
39657,2015-09-01 03:00:00+00:00,84893,212121,280468,112480,27959,32124,182574,363743,400677,419814,15380,346286,455700,424311,150539,16933,369482,88770,214892,219476
39707,2015-09-01 03:00:00+00:00,409606,457859,127203,228302,243633,299358,309350,51299,229025,270905,419784,6133,11475,13393,14866,15230,21095,21335,25274,25281
40124,2015-09-01 03:00:00+00:00,190284,151121,294564,360225,115965,387222,431522,213039,170461,447784,299457,347833,187946,461686,5411,370653,257040,309778,298009,219512
40159,2015-09-01 03:00:00+00:00,16672,49621,23257,37029,309663,309417,128721,538,1874,3710,5024,11227,12320,17817,18274,22128,25042,31454,37484,60655
40318,2015-09-01 03:00:00+00:00,69974,310796,96026,345109,369491,272770,50678,10226,128381,33406,80162,108442,110837,121165,181831,199336,220261,229016,270507,273512
40320,2015-09-01 03:00:00+00:00,69536,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
40470,2015-09-01 03:00:00+00:00,397265,423293,106394,249827,374491,111938,245806,261237,442383,102238,291963,376219,302477,62361,282746,187946,461686,5411,370653,257040
40570,2015-09-01 03:00:00+00:00,96370,112550,31385,144101,398511,4699,6133,11475,13393,14866,15230,21095,21335,25274,25281,27922,30627,32330,34944,34962
40607,2015-09-01 03:00:00+00:00,438759,117294,184781,12439,19383,20721,42925,55820,95537,141384,153089,167860,167985,178744,180002,183027,224036,306609,338466,376430
40646,2015-09-01 03:00:00+00:00,104077,450097,450048,454989,228222,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255
40749,2015-09-01 03:00:00+00:00,28827,164858,340005,242551,288077,186222,56660,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530
41137,2015-09-01 03:00:00+00:00,348032,86350,283928,292192,270983,400928,317054,220109,284022,15813,69631,441238,387028,459345,294695,364612,212278,263217,278622,417422
41221,2015-09-01 03:00:00+00:00,236914,30804,241209,101698,452928,150373,286217,451373,413686,33165,47883,65408,67839,70260,81415,96145,115952,148984,156909,157273
41238,2015-09-01 03:00:00+00:00,399911,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
41484,2015-09-01 03:00:00+00:00,141395,449043,247879,282636,19531,132726,162722,23997,46023,60999,61508,91698,93544,101883,108666,137767,138414,143929,147414,153432
41564,2015-09-01 03:00:00+00:00,217869,219512,444901,384302,50855,301843,3548,3621,4422,9710,9934,10628,15442,19409,23907,29207,29340,30229,32614,35316
41579,2015-09-01 03:00:00+00:00,375888,237774,13422,23990,30436,68447,131616,133250,143601,152240,154436,155733,183358,192120,221792,224166,268487,329110,333167,339569
41837,2015-09-01 03:00:00+00:00,24832,111303,103021,416511,35168,167353,205560,245426,321137,383535,411599,919,53420,81212,200153,200638,218909,248752,282471,346929
41939,2015-09-01 03:00:00+00:00,225565,307913,67326,113935,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447
42116,2015-09-01 03:00:00+00:00,120309,26210,191581,356029,384110,402,836,3347,13376,13453,16645,16887,17781,17946,20603,20890,25218,27733,29282,29894
42245,2015-09-01 03:00:00+00:00,108220,110376,343029,420162,26145,162652,180288,154553,10716,86282,341179,358306,379534,283919,415976,432779,164820,315237,257059,10935
42404,2015-09-01 03:00:00+00:00,196230,2543,165922,242637,439267,35303,414876,44066,261562,331859,410730,120337,28119,104181,107895,249234,258605,420858,191309,186060
42443,2015-09-01 03:00:00+00:00,336739,339157,185,1157,2759,6847,8661,10126,10629,13984,15413,18539,18699,25864,28690,39839,41838,44113,45379,54184
42552,2015-09-01 03:00:00+00:00,189665,389687,401076,299546,264990,281083,329951,412137,47407,343651,295266,13854,114360,349273,322836,2958,24836,216471,246080,433016
42812,2015-09-01 03:00:00+00:00,85674,153466,84590,152500,399654,82173,263879,181921,308438,142324,424209,417299,465387,2469,163495,444948,39498,325310,96377,215051
42896,2015-09-01 03:00:00+00:00,416007,307755,59885,85047,91674,194270,209626,233861,463617,273105,538,1874,3710,5024,11227,12320,17817,18274,22128,25042
42999,2015-09-01 03:00:00+00:00,95672,290011,367419,295506,43674,28919,186338,286774,161937,203872,189577,295747,71683,56653,211231,223901,300562,113971,385188,298374
43087,2015-09-01 03:00:00+00:00,348361,326493,166122,202386,326306,312782,367558,163847,187549,13422,46023,91698,101883,131616,133250,137767,143601,153432,224166,259676
43176,2015-09-01 03:00:00+00:00,43590,293850,385921,181491,302363,396478,419690,425173,437298,19531,132726,4020,24522,49646,66946,68558,73155,77735,158804,225345
43208,2015-09-01 03:00:00+00:00,408035,46146,352748,333719,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,209149,222930
43306,2015-09-01 03:00:00+00:00,64781,328025,352932,115556,88037,197676,257675,334207,239467,112513,46023,91698,101883,137767,138414,153432,207817,223911,271527,286455
43431,2015-09-01 03:00:00+00:00,100108,169413,3548,9710,23907,27654,29340,32614,47306,56519,65274,78627,79709,88723,108530,110629,126660,137043,185390,185477
43670,2015-09-01 03:00:00+00:00,204366,228704,466258,206181,208695,204447,205836,251910,276120,301302,280517,44587,326563,184689,341668,299629,365618,236824,86521,162653
43686,2015-09-01 03:00:00+00:00,205387,210087,267729,249692,45714,72030,109635,110289,157083,199323,248543,290152,291874,296350,396486,100430,207616,302533,349132,355760
43807,2015-09-01 03:00:00+00:00,330469,444190,208939,306297,29757,25514,175885,398762,16509,431728,300075,136815,287449,297765,416352,77573,273973,277390,46023,88432
43853,2015-09-01 03:00:00+00:00,26784,44826,325310,38965,239006,62221,252319,278005,99526,188158,136556,309295,341034,37115,303158,241555,308334,283115,265571,9877
