visitorid,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20
36496,166461,343276,87891,91441,200875,348014,17584,169550,314493,438131,137726,281684,373066,432719,37659,41191,44969,45279,46122,71816
36843,208939,444190,287449,330469,228287,29757,398762,306297,25514,431728,77573,136815,175885,88432,438823,300075,273973,416352,13825,16509
37093,393732,394226,21013,310158,29196,312728,206564,444941,237901,186573,238645,305675,67632,178537,190667,191581,367690,154553,97565,180288
37245,340825,76196,248614,253273,439956,243606,88904,237952,174558,408043,246888,408203,348839,455240,329133,415263,415976,146613,428648,439963
37273,259669,453814,29828,124804,45682,339087,346152,200345,365004,76342,94711,204477,310863,322226,322783,340627,352209,385470,398165,177327
37627,341526,27885,47448,256850,181677,448066,87789,214293,297715,122669,8748,339663,10488,381135,248154,91268,281119,466443,224777,265676
37706,66986,322366,113462,365883,296459,153804,310399,144339,251134,311743,408589,27340,42925,48352,55820,61712,141384,224036,306609,338466
37779,153135,67486,461957,200536,12217,28367,448091,44318,210038,1891,274847,342026,393419,111637,26671,10628,35316,43081,43593,49126
37780,228767,449200,35722,363345,316141,183464,24156,101415,155888,200392,205687,206479,269376,286758,388852,45346,233276,244150,326878,85182
37860,402102,58822,62697,71599,108211,133407,158585,171699,204075,227306,274454,320651,335926,357398,370351,402564,429715,445679,455678,49608
37949,303845,222695,286046,413918,180288,223170,106391,134806,182523,406780,408043,45840,125904,2119,367690,420162,267232,273299,32823,102797
38212,227211,221638,63102,415976,97565,455240,86282,182523,232725,399730,408043,438885,310816,267232,273299,345448,382191,17323,180288,356339
38292,85906,268086,220624,86936,347864,118888,11649,42171,31040,279002,139856,286106,104702,149311,2970,265957,342978,435949,313554,252481
38304,311215,349035,198437,47506,287125,91754,110319,260277,333518,296965,89663,27483,125421,132726,242297,294215,302363,305132,339771,353320
38616,49418,333120,351289,397919,93001,153889,126480,321770,461194,413882,168611,225612,450336,81421,325890,373107,170267,141241,27571,104530
38816,212767,208120,60420,315162,116624,228075,123964,168927,53536,224499,344770,210141,123645,1049,22558,25068,30681,44055,44064,47618
38919,93103,258990,361289,13142,56011,376930,252068,140378,219512,258971,410636,19752,140360,225706,324704,343842,378561,451800,384302,206880
39002,72893,284823,13503,268930,321491,29827,77321,307554,358140,220886,310944,5411,461686,187946,309778,370653,257040,298009,335975,96924
39107,208987,251358,160015,163598,62866,35396,92222,138878,163802,207601,237396,238829,257609,282719,326333,330104,339893,8117,99165,174690
39231,98708,135343,392173,70414,179185,230571,328546,375752,414127,219517,23001,75857,99013,99242,105644,114590,125011,153106,154015,212667
39362,122655,405343,219189,289938,313693,378740,428005,69281,99013,206543,290639,50678,204679,349832,360576,21198,44845,133849,408640,444747
39371,69544,416908,446258,68710,14043,179749,241699,136773,99081,391046,86844,5411,461686,187946,309778,370653,257040,298009,335975,96924
39698,62862,87402,346028,231579,155445,2376,34493,343190,84100,292984,136184,132965,282528,308823,356217,185962,138463,34831,225844,56434
39960,265571,252319,128004,335167,37115,283115,325310,38965,241555,268972,82377,381941,412622,9877,319680,239006,322341,269085,44826,250212
40665,135498,147700,88034,44468,326957,114854,298463,441416,411472,328396,393677,182540,357909,48247,157911,67328,249635,417637,141885,228731
40678,250019,291217,224405,367230,338848,393115,396750,1734,2790,7947,32108,36973,39546,103451,112894,113673,144218,146357,159375,180139
40791,186820,242910,59635,166358,314124,91888,137697,143446,87799,200278,10628,6946,88642,112099,210507,271145,321110,446154,110387,108442
40826,390198,465141,225826,177156,161242,15861,135831,391605,21511,110008,110570,117159,228377,296375,85924,323724,337313,232608,310439,299912
41008,324424,143021,88975,28687,455886,433264,358697,274008,269177,403792,42813,325306,239896,254789,150185,50019,53516,63769,443101,46023
41376,264017,439803,267063,91642,420189,276496,259953,209992,226224,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512
41563,141964,391451,1806,27340,36793,42925,48352,55820,61712,94179,119438,124067,141384,147083,150975,196871,224036,229572,229955,246392
42011,327689,449592,31828,73649,133250,224166,329110,344844,383752,396735,455898,16307,32191,72459,102256,140336,159156,198154,363054,398178
42176,9877,241555,38965,220678,325310,412622,130496,299755,340203,37115,159956,141846,283115,265571,319680,82377,250212,239006,252319,381941
42381,252566,390712,3608,10935,14656,19480,40401,45025,49074,56309,59051,62077,63338,83689,86297,89821,93595,98990,101327,104666
42485,3203,320396,20981,107296,115913,63387,415781,46274,334852,111179,219470,284313,446694,13473,437416,131968,139325,292995,267783,222868
42506,387945,115987,275819,222194,27270,188646,200174,357455,325083,345775,207136,410465,261173,135886,98071,5411,461686,187946,309778,370653
42552,189665,389687,401076,412137,299546,264990,281083,329951,343651,47407,114360,295266,13854,216471,349273,322836,2958,24836,246080,413005
42828,304540,266717,410001,197422,234045,16170,116347,196978,124214,137514,7212,376017,442236,32280,295345,414088,426872,452301,420707,384734
42874,323846,56238,108526,135393,325277,359491,254528,24842,31982,431833,15335,380775,353796,429627,18494,38123,76745,158913,212802,260958
42926,185348,46023,101883,137767,153432,160199,322332,359714,368521,369815,422022,450461,160056,226016,98491,159347,428701,1510,64069,80813
43176,293850,132726,181491,302363,396478,419690,425173,437298,4020,19531,24522,49646,66946,68558,73155,77735,158804,225345,228324,236767
43252,400947,202809,30754,77301,376269,459464,162991,254008,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447
43484,144540,158666,428232,428469,185,1157,2759,6946,8661,10126,10629,13984,15413,18539,18699,24670,25864,28690,33342,34460
43643,21674,247909,423511,133250,224166,329110,383752,396735,455898,16307,32191,72459,102256,140336,159156,198154,388467,21635,92566,190285
43754,272455,278214,256393,408433,353515,19366,227880,292667,415772,49461,312130,438264,6174,197873,450887,172619,3070,21747,35756,46406
43853,26784,44826,38965,239006,325310,252319,62221,99526,188158,278005,136556,309295,341034,37115,308334,265571,9877,33392,241555,283115
44504,298837,103845,164560,170830,215070,217509,271691,289210,462230,234197,31615,40566,73173,294520,427980,34145,77563,199803,315006,318424
44854,138613,383717,174148,165490,169546,44593,356479,65792,122602,110800,136974,185595,20187,5514,44705,219629,241759,285949,292412,342553
44892,401365,324449,354223,35602,214949,345122,358710,104526,319073,79455,269760,357583,300766,347247,114837,63543,271801,166138,344071,10935
44911,13205,3621,4422,9934,19409,27340,30229,42925,48352,55820,61712,67854,75106,75683,84090,107200,107481,117464,123231,141384
45392,282475,157417,233678,175332,258411,161688,13942,55718,191389,112965,273215,224671,237758,441826,458948,58681,88283,284846,188809,7603
45511,4047,61646,97681,259728,102464,125018,162999,241939,8291,29550,161145,189007,443181,167756,200926,381010,14828,253934,455650,40333
46177,4606,112527,331496,1536,6635,10935,14656,18822,33165,36506,47883,62077,63338,65408,67839,70044,70260,81415,86297,89821
46182,327276,175362,196673,328467,430263,86430,224579,76722,293802,296015,312778,432779,50180,409658,97565,86645,183721,212371,379842,2980
46276,11962,109358,14579,351912,61442,244647,225829,37762,53239,175940,394411,425334,405694,404056,301345,341773,82734,79455,84105,275792
46732,15626,383003,440313,205931,58470,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668
46752,24851,58752,76617,23997,37902,66180,70964,135210,150953,153586,174179,286965,299052,308394,331026,133209,101468,108660,133177,140842
46824,38641,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
47192,165510,204180,102214,120591,169940,254987,307377,466248,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447
47235,211732,402607,41191,55148,71816,91592,139340,150976,180445,204844,228675,255575,255840,276143,294939,298461,305052,343433,350809,369066
47362,18428,69867,418170,53048,155304,346014,154864,201179,232762,289671,323255,87453,272362,371085,61738,111519,258125,184258,243022,301237
47532,297903,44444,170952,208651,464777,380944,131309,225990,414355,144145,356654,35671,71846,194860,290650,6282,361415,331123,7792,25498
47709,180264,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
48529,453564,283269,163389,445059,38090,36868,412642,224486,449701,389428,339821,243120,448476,3383,362528,212,242981,390399,261568,432339
48783,145582,426561,200891,167080,266365,299197,389773,360733,422981,447300,427696,306972,392671,189292,14937,292716,380319,268297,16479,64852
48820,19633,251040,356371,359573,84246,268446,341869,135912,426759,1374,28419,101564,47126,276864,286718,223998,293733,425159,38751,146642
48848,28307,264152,3405,382145,4115,44297,71398,96075,116670,151974,191042,263794,275333,279741,287975,319080,330322,374897,402827,421471
48881,224840,465522,14287,69061,91215,365673,448494,27340,42925,48352,55820,61712,141384,224036,399427,306609,338466,466210,456169,37902
48980,228279,309821,312513,147920,122366,27646,61237,111787,143609,157267,161293,252244,9146,399254,195305,303404,362528,426977,417645,108308
49166,367102,301344,244252,299677,343854,25068,56697,71241,200425,381211,73598,282424,288046,391468,60236,156863,161847,249210,347498,363451
49215,106295,210427,3621,4422,9934,19409,30229,67854,75106,75683,84090,107200,107481,117464,123231,154565,164515,171737,188699,189064
49302,183087,361551,215700,305856,178274,55925,219054,357054,248626,81104,133250,140360,167237,380862,466666,419052,372394,112758,142538,413064
49988,394794,14576,274474,212109,381080,86583,179185,211831,230571,306001,328546,375752,395826,440710,8393,115692,401384,23001,75857,99013
50478,212602,407585,191721,207861,273787,430851,461344,179129,37416,293050,387633,40355,53536,413548,24250,139469,3051,426732,340462,362701
50616,124263,183697,412062,452652,57171,326232,422039,216212,363353,111502,446140,1049,6133,11475,13393,14866,15230,21095,21335,25274
50765,324251,443965,411463,419144,349766,99770,232576,444920,251657,33101,57105,152024,263700,461795,44663,233624,13125,5945,216516,301631
50794,52153,167043,26547,97412,329754,464735,323052,346268,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447
50839,194643,91684,305355,308266,182569,327415,23040,75153,114155,220163,249161,248908,295495,319084,174401,200296,415107,43314,134030,136857
50930,191796,248032,63771,70751,315006,23997,32781,45722,71599,80735,101025,111325,131771,135043,144071,144203,152861,158585,171076,203710
51353,457962,51378,186345,132383,41084,234871,318059,34354,203341,244779,223602,435207,103217,115315,315568,427656,240595,297683,143154,11473
51686,342264,342816,29940,259884,54698,441734,241321,272259,282660,247356,450641,255776,379911,420631,141474,351061,223644,373384,154034,449391
51826,313163,375184,28959,425521,79971,112758,179013,220950,135311,1496,2166,2991,3058,3701,4388,4547,4682,5484,5590,5611
51976,1551,165724,88439,37254,115764,453352,438122,423780,191223,354555,153936,168563,72245,13280,99242,238339,110985,244116,308144,176338
52092,396284,420290,404936,11670,465333,460663,46786,151206,206392,209927,227179,389356,391417,343828,832,108753,129594,145222,149306,173736
52140,110330,110582,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302
52219,156947,347114,80424,46023,101883,137767,153432,322332,359714,417463,3655,235667,85929,90631,110387,131364,154705,160009,176151,244405
52429,287356,971,285411,426751,126644,412143,106547,19476,21547,27340,28970,37972,42925,48352,55820,57932,58274,58493,61712,71670
52701,392661,339479,257338,450209,5697,35026,272547,156142,455141,184233,48806,287124,280382,309901,354784,332507,297831,231920,10935,14656
53012,431926,197200,34364,415781,374092,158052,223203,140861,111179,20981,382751,279052,89262,372845,257040,367664,424515,167915,332222,5030
53024,294153,171755,109578,285222,101329,290007,155170,27300,36365,379852,224995,41034,348274,157391,234957,263007,288850,77736,227970,257604
53300,375822,232129,443197,109618,138166,243355,110151,138723,214466,75694,384470,428105,10259,38715,93229,112962,118998,125420,126709,138589
53555,7732,14398,259304,286762,296466,334429,408042,156725,406620,404,678,1761,3115,6108,6946,10935,14656,15910,23951,27483
53724,226518,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
53768,89737,272201,67284,209958,134834,309839,237422,416357,464152,73918,175007,303947,411198,269140,105149,268063,202148,118322,154278,16855
53862,81547,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
54205,44795,181961,357054,180781,143596,55925,439352,178274,190303,28833,51906,98512,142966,151119,315380,351578,435470,320710,335351,268336
54250,361431,96028,32976,4699,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,192178,209149
54791,128721,396042,137352,240301,179834,218746,286552,384157,117206,60189,377923,458223,355852,441836,109583,296619,55758,463617,394052,278351
54860,414530,249432,114917,451871,166065,252483,170464,72779,390459,64248,202678,210584,259926,208456,238678,187520,334996,438986,30075,51302
54926,247578,23089,260735,169260,90894,102176,446565,51822,150082,166066,189221,197435,357652,79455,349506,16151,36160,74708,128069,189566
54955,465104,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668,234255,37029,384302,354233
55038,49424,418538,463808,390968,111572,5411,461686,187946,309778,370653,257040,298009,335975,96924,7943,219512,369447,111530,48030,441668
55083,382000,1799,330254,136857,12075,50550,91684,267515,305355,308266,454359,182569,432738,23040,58448,75153,133704,141582,220163,405749
55956,258568,289304,51997,53022,67630,79946,112563,134362,174785,182213,201250,226520,242328,247072,296537,325672,420692,432418,463215,24807
55998,235411,314019,331780,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780,192178,209149,225137
